chapter_id,scene_id,subsection,sequence,record_type,speaker,delivery_mode,text,background,environment,bgm,sfx,time_cue,direction
CH02,Scene01,,27,narration,,,それでも誰かが箱へ手を伸ばすたび、肩が先に固くなる。,,,,,,
CH02,Scene01,,28,narration,,,箱が鳴ってからではなく、鳴る前から息を止めている。,,,,,,
CH02,Scene01,,29,dialogue,支援所職員,spoken,「そっちは急がなくて大丈夫ですよ」,,,,,,
CH02,Scene01,,30,dialogue,たけし,spoken,「はい」,,,,,,
CH02,Scene01,,31,narration,,,返事を短く切り、次の棚の数を確認する。,,,,,,
CH02,Scene01,,32,narration,,,かなこが何度かこちらを見る。,,,,,,
CH02,Scene01,,33,narration,,,休めているか見ているだけかもしれない。それでも、働けるか確かめられているように感じた。,,,,,,
CH02,Scene01,,34,dialogue,かなこ,sign,「少し休む？」,,,,,,
CH02,Scene01,,35,dialogue,たけし,sign,「終わってから」,,,,,,
CH02,Scene01,,36,narration,,,予定より早く表を埋め、鉛筆を置く。,,,,,,
CH02,Scene01,,37,dialogue,たけし,spoken,「終わりました」,,,,,,
CH02,Scene01,,38,dialogue,かなこ,written,「次に来たときも、奥の在庫にする？」,,,,,,
CH02,Scene01,,39,narration,,,たけしは明日の予定を思い出す。大学とアルバイトがある。,,,,,,
CH02,Scene01,,40,dialogue,たけし,spoken,「次に来られそうなときに、また相談します」,,,,,,
CH02,Scene01,,41,narration,,,かなこはうなずき、それ以上問いかけない。,,,,,,
CH02,Scene01,,42,narration,,,戻る約束は守った。,,,,,,
CH02,Scene01,,43,narration,,,だから、ほかの予定もまだ守れるはずだった。,,,,,,
CH02,Scene01,,44,direction,,,,,,,,,短い暗転
CH02,Scene02,,1,time_cue,,,,,,,,数日後,
CH02,Scene02,,2,background,,,,BG_SC02_APARTMENT_STREET_DAY,,,,,
CH02,Scene02,,3,environment,,,,,ENV_STATION_EVENING,,,,
CH02,Scene02,,4,bgm,,,,,,BGM_SC02_AFTER_DISASTER_SILENCE,,,
CH02,Scene02,,5,narration,,,たけしは駅へ向かう人の流れと反対側の道を歩く。,,,,,,
CH02,Scene02,,6,narration,,,十分早く出たはずなのに、大学へ着くころには講義開始が近づいていた。,,,,,,
CH02,Scene02,,7,narration,,,遠回りした分だけ、大通りの車や人の声から離れられた。,,,,,,
CH02,Scene02,,8,dialogue,たけし,spoken,「間に合った」,,,,,,
CH02,Scene02,,9,narration,,,それを成功として数える。,,,,,,
CH02,Scene02,,10,background,,,,BG_SC01_UNIVERSITY_LECTURE_ROOM_DAY,,,,,
CH02,Scene02,,11,environment,,,,,ENV_UNIVERSITY_CLASSROOM,,,,
CH02,Scene02,,12,narration,,,出口に一番近い席が空いている。,,,,,,
CH02,Scene02,,13,narration,,,黒板より先に、扉までの距離を確かめて座る。,,,,,,
CH02,Scene02,,14,dialogue,講師,spoken,「前回の続きから始めます」,,,,,,
CH02,Scene02,,15,narration,,,ペンを持つ。,,,,,,
CH02,Scene02,,16,narration,,,前の列で、学生が椅子の背へ手を置いた。,,,,,,
CH02,Scene02,,17,narration,,,動く。,,,,,,
CH02,Scene02,,18,narration,,,そう思った瞬間、講師の言葉が途切れて聞こえた。,,,,,,
CH02,Scene02,,19,sfx,,,,,,,,,
CH02,Scene02,,20,narration,,,小さな軋みのあと、椅子は動かない。,,,,,,
CH02,Scene02,,21,narration,,,次は鞄の金具が触れるかもしれない。廊下を誰かが走るかもしれない。,,,,,,
CH02,Scene02,,22,narration,,,何も鳴っていない時間まで、待つことに使われていく。,,,,,,
CH02,Scene02,,23,dialogue,講師,spoken,「ここは試験範囲に入ります」,,,,,,
CH02,Scene02,,24,narration,,,ノートには、途中までの一行しかない。,,,,,,
CH02,Scene02,,25,narration,,,後ろでページをめくる気配がする。,,,,,,
CH02,Scene02,,26,narration,,,たけしは鞄を閉じる。,,,,,,
CH02,Scene02,,27,direction,,,,,,,,,周囲の音を一度弱め、呼吸だけを残す
CH02,Scene02,,28,narration,,,出口までの短い距離を、音が鳴る前に抜ける。,,,,,,
CH02,Scene02,,29,background,,,,BG_SC01_UNIVERSITY_LECTURE_ROOM_DAY,,,,,
CH02,Scene02,,30,environment,,,,,ENV_UNIVERSITY_CLASSROOM,,,,
CH02,Scene02,,31,narration,,,廊下へ出ると、講義室の音は扉の向こうへ薄くなる。,,,,,,
CH02,Scene02,,32,narration,,,胸の固さが少しだけほどけた。,,,,,,
CH02,Scene02,,33,narration,,,出れば楽になる。,,,,,,
CH02,Scene02,,34,narration,,,その事実だけが、講義の内容よりはっきり残る。,,,,,,
CH02,Scene02,,35,dialogue,板垣先生,spoken,「今日は、もう終わり？」,,,,,,
CH02,Scene02,,36,narration,,,資料を抱えた板垣先生が、少し離れた場所で立ち止まる。,,,,,,
CH02,Scene02,,37,dialogue,たけし,spoken,「このあと仕事があるので」,,,,,,
CH02,Scene02,,38,dialogue,板垣先生,spoken,「少し休んでから行くなら、空いている部屋があるよ」,,,,,,
CH02,Scene02,,39,dialogue,たけし,spoken,「大丈夫です。少し早く出ただけです」,,,,,,
CH02,Scene02,,40,narration,,,板垣先生は、講義室の扉とたけしを見比べる。,,,,,,
CH02,Scene02,,41,dialogue,板垣先生,spoken,「分かった。無理はしないで」,,,,,,
CH02,Scene02,,42,narration,,,理由を追及されなかったことに、たけしは安心する。,,,,,,
CH02,Scene02,,43,narration,,,途中で出たのではない。次の予定へ早く移っただけだ。,,,,,,
CH02,Scene02,,44,narration,,,そう言い換え、アルバイト先へ向かう。,,,,,,
CH02,Scene02,,45,direction,,,,,,,,,暗転
CH02,Scene03,,1,time_cue,,,,,,,,約一週間後,
CH02,Scene03,,2,background,,,,BG_CH2_SUPERMARKET_BACKROOM_EVENING,,,,,
CH02,Scene03,,3,environment,,,,,AMB_CH2_SUPERMARKET_BACKROOM,,,,
CH02,Scene03,,4,bgm,,,,,,停止,,,
CH02,Scene03,,5,narration,,,バックヤードの壁に、今日の補充場所が貼られている。,,,,,,
CH02,Scene03,,6,narration,,,たけしは同じ表を二度読む。,,,,,,
CH02,Scene03,,7,dialogue,同僚,spoken,「この箱、確認が終わったら三番の棚に出して」,,,,,,
CH02,Scene03,,8,dialogue,たけし,spoken,「三番ですね」,,,,,,
CH02,Scene03,,9,narration,,,同僚が台車を押す前に、車輪の向きを見る。,,,,,,
CH02,Scene03,,10,sfx,,,,,,,SFX_CH2_CART_ROLL,,
CH02,Scene03,,11,narration,,,短く鳴った台車から距離を取る。,,,,,,
CH02,Scene03,,12,narration,,,「まだ出さないで」という声がしたが、最後の方は台車の音にかき消された。,,,,,,
CH02,Scene03,,13,dialogue,同僚,spoken,「たけし君、今の指示、聞こえた？」,,,,,,
CH02,Scene03,,14,dialogue,たけし,spoken,「大丈夫です。分かります」,,,,,,
CH02,Scene03,,15,narration,,,聞き返せば、また説明を止めることになる。,,,,,,
CH02,Scene03,,16,narration,,,たけしは聞き取れた「三番」だけを頼りに、箱を持ち上げる。,,,,,,
CH02,Scene03,,17,sfx,,,,,,,SFX_CH2_HEAVY_BOX_DRAG,,
CH02,Scene03,,18,background,,,,BG_CH2_SUPERMARKET_SALES_FLOOR_EVENING,,,,,
CH02,Scene03,,19,environment,,,,,AMB_CH2_SUPERMARKET_SALES_FLOOR,,,,
CH02,Scene03,,20,narration,,,人の少ない列を選び、三番の棚で箱を開ける。,,,,,,
CH02,Scene03,,21,narration,,,たけしは箱から商品を一つずつ取り出し、棚に触れる音が続かないよう、置くたびに手を止めた。,,,,,,
CH02,Scene03,,22,sfx,,,,,,,,,
CH02,Scene03,,23,narration,,,空いた場所を埋め終えたところで、同僚が追いつく。,,,,,,
CH02,Scene03,,24,dialogue,同僚,spoken,「その箱、まだ確認が終わってないよ」,,,,,,
CH02,Scene03,,25,narration,,,たけしは手元の商品と、空になりかけた箱を見る。,,,,,,
CH02,Scene03,,26,narration,,,三番だけを聞き取り、確認が終わったと思い込んでいた。,,,,,,
CH02,Scene03,,27,dialogue,たけし,spoken,「すみません。戻します」,,,,,,
CH02,Scene03,,28,dialogue,同僚,spoken,「一緒にやればすぐ終わるから」,,,,,,
CH02,Scene03,,29,dialogue,たけし,spoken,「自分でできます」,,,,,,
CH02,Scene03,,30,narration,,,声が少し強くなり、同僚の手が止まる。,,,,,,
CH02,Scene03,,31,dialogue,たけし,spoken,「……場所を見間違えただけです」,,,,,,
CH02,Scene03,,32,narration,,,棚の商品を箱へ戻し、バックヤードへ運ぶ。,,,,,,
CH02,Scene03,,33,narration,,,客に渡ったものはなく、数も合っている。,,,,,,
CH02,Scene03,,34,background,,,,BG_CH2_SUPERMARKET_BACKROOM_EVENING,,,,,
CH02,Scene03,,35,environment,,,,,AMB_CH2_SUPERMARKET_BACKROOM,,,,
CH02,Scene03,,36,dialogue,店長,spoken,「今日はここまでにしようか」,,,,,,
CH02,Scene03,,37,dialogue,たけし,spoken,「まだ時間があります」,,,,,,
CH02,Scene03,,38,dialogue,店長,spoken,「しばらく、勤務時間を少し短くしたいんだ。無理して続けるより、その方がいいと思う。どうかな」,,,,,,
CH02,Scene03,,39,dialogue,たけし,spoken,「それって、僕がいなくても回るようにするってことですか」,,,,,,
CH02,Scene03,,40,dialogue,店長,spoken,「辞めてもらう話じゃない。今の勤務を少し短くするだけだよ」,,,,,,
CH02,Scene03,,41,narration,,,「短くするだけ」という言葉が残る。空いた時間に、別の誰かが入る場面ばかり浮かんだ。,,,,,,
CH02,Scene03,,42,dialogue,たけし,spoken,「分かりました」,,,,,,
CH02,Scene03,,43,narration,,,店長は返事を急がせず、短くした次回の勤務時間をメモにして見せる。,,,,,,
CH02,Scene03,,44,dialogue,店長,spoken,「ほかの人の配置はこっちで調整する。難しい日は、先に連絡して」,,,,,,
CH02,Scene03,,45,narration,,,配慮だということは分かっている。,,,,,,
CH02,Scene03,,46,narration,,,それでも、次に同じことをすれば辞めさせられると思う。,,,,,,
CH02,Scene03,,47,time_cue,,,,,,,,同日の夜,
CH02,Scene03,,48,background,,,,BG_SC01_TAKESHI_APARTMENT_NIGHT,,,,,
CH02,Scene03,,49,narration,,,机の予定表へ、短くなった勤務時間を書き直す。,,,,,,
CH02,Scene03,,50,narration,,,空いた時間へ、支援所と書き込む。,,,,,,
CH02,Scene03,,51,narration,,,働く時間が減っても、別の場所で役に立てばいい。,,,,,,
CH02,Scene03,,52,direction,,,,,,,,,暗転
CH02,Scene04,,1,time_cue,,,,,,,,その一週間後,
CH02,Scene04,,2,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,
CH02,Scene04,,3,environment,,,,,ENV_UNIVERSITY_CLASSROOM,,,,
CH02,Scene04,,4,bgm,,,,,,BGM_SC02_AFTER_DISASTER_SILENCE,,,
CH02,Scene04,,5,narration,,,人の出入りが少なくなる午後の遅い時間に、たけしは支援所へ入る。,,,,,,
CH02,Scene04,,6,narration,,,作業台には、片づけ途中の箱が三つ残っている。,,,,,,
CH02,Scene04,,7,dialogue,支援所職員,spoken,「片づけ途中の箱が三つあります。今日は一箱だけでも大丈夫ですよ」,,,,,,
CH02,Scene04,,8,dialogue,たけし,spoken,「全部やれます」,,,,,,
CH02,Scene04,,9,narration,,,かなこは受付で利用者へ文字案内を渡している。,,,,,,
CH02,Scene04,,10,narration,,,たけしに気づいても、案内が終わるまでこちらへ来ない。,,,,,,
CH02,Scene04,,11,narration,,,その間に、一つ目の箱を奥へ運ぶ。,,,,,,
CH02,Scene04,,12,sfx,,,,,,,SFX_CH2_HEAVY_BOX_DRAG,,
CH02,Scene04,,13,narration,,,二つ目へ手を伸ばしたところで、先ほどの職員が箱を持ち替える。,,,,,,
CH02,Scene04,,14,narration,,,まだ何も鳴っていない。,,,,,,
CH02,Scene04,,15,narration,,,けれど、底が机へ触れる瞬間を待って手が止まる。,,,,,,
CH02,Scene04,,16,narration,,,職員は箱を静かに置き、たけしの横を通り過ぎる。,,,,,,
CH02,Scene04,,17,dialogue,かなこ,written,「来てくれたんだね。少し休める？」,,,,,,
CH02,Scene04,,18,dialogue,たけし,spoken,「全部終わってからにします」,,,,,,
CH02,Scene04,,19,narration,,,かなこは近くの支援所職員へ残りを確認する。職員は、一箱で区切れるとうなずいた。,,,,,,
CH02,Scene04,,20,sfx,,,,,,,,,
CH02,Scene04,,21,dialogue,かなこ,written,「一箱で区切れるそうです。残りは職員さんが引き継ぎます」,,,,,,
CH02,Scene04,,22,dialogue,たけし,written,「自分で終わらせます」,,,,,,
CH02,Scene04,,23,dialogue,かなこ,written,「残りは職員さんに任せられるよ。私は、少し休んでほしい」,,,,,,
CH02,Scene04,,24,narration,,,作業の担当を決めているのが、かなこではないことは分かる。,,,,,,
CH02,Scene04,,25,narration,,,だからこそ、自分がいなくても同じだと言われたように感じる。,,,,,,
CH02,Scene04,,26,dialogue,たけし,spoken,「少し外へ出ます」,,,,,,
CH02,Scene04,,27,narration,,,作業表へ印を残さず、入口へ向かう。,,,,,,
CH02,Scene04,,28,narration,,,かなこは追いかけず、近くの職員へ、たけしが外へ出たことを伝える。,,,,,,
CH02,Scene04,,29,narration,,,板垣先生が離れた位置から二人を見ている。,,,,,,
CH02,Scene04,,30,dialogue,板垣先生,spoken,「荷物は、ここで預かっておくよ」,,,,,,
CH02,Scene04,,31,dialogue,たけし,spoken,「戻ります」,,,,,,
CH02,Scene04,,32,narration,,,返事を待たず、支援所を出る。,,,,,,
CH02,Scene04,,33,direction,,,,,,,,,短い暗転
CH02,Scene04,,34,narration,,,その日の作業時間が終わっても、たけしは戻らない。,,,,,,
CH02,Scene04,,35,dialogue,かなこ,written,「大丈夫だとは言っていました。でも、前より遅い時間に来て、人の少ない作業を選ぶことが増えています」,,,,,,
CH02,Scene04,,36,dialogue,板垣先生,spoken,「そうなんだね。ほかに気づいたことはある？」,,,,,,
CH02,Scene04,,37,dialogue,かなこ,sign,「箱の音がする前に、手が止まっていました」,,,,,,
CH02,Scene04,,38,dialogue,板垣先生,spoken,「分かった。作業のことは職員と相談する。かなこさんは、たけし君が来たら、知らせてもらえる？」,,,,,,
CH02,Scene04,,39,narration,,,かなこは、たけしが途中まで確認した欄を職員へ示す。,,,,,,
CH02,Scene04,,40,narration,,,職員はその欄を消さず、残りを引き継ぐ印を加えた。,,,,,,
CH02,Scene04,,41,time_cue,,,,,,,,次の来所予定日,
CH02,Scene04,,42,narration,,,たけしから短いメッセージが届く。,,,,,,
CH02,Scene04,,43,dialogue,たけし,message,「今日は行けません。次は行きます」,,,,,,
CH02,Scene04,,44,narration,,,かなこは「分かりました。来られるときで大丈夫です」と返信する。,,,,,,
CH02,Scene04,,45,narration,,,次の予定日を問い返す言葉は加えなかった。,,,,,,
CH02,Scene04,,46,direction,,,,,,,,,暗転
CH02,Scene05,,1,time_cue,,,,,,,,月末頃,
CH02,Scene05,,2,background,,,,BG_SC01_TAKESHI_APARTMENT_NIGHT,,,,,
CH02,Scene05,,3,environment,,,,,ENV_QUIET_ROOM,,,,
CH02,Scene05,,4,bgm,,,,,,停止,,,
CH02,Scene05,,5,narration,,,大学、スーパー、支援所。,,,,,,
CH02,Scene05,,6,narration,,,三つの予定を、一時間ずつずらして並べ直す。,,,,,,
CH02,Scene05,,7,narration,,,人の少ない道を通れば、大学へ行ける。,,,,,,
CH02,Scene05,,8,narration,,,短い勤務だけなら、スーパーにも戻れる。,,,,,,
CH02,Scene05,,9,narration,,,人の少ない時間なら、支援所へも行ける。,,,,,,
CH02,Scene05,,10,narration,,,画面の上では、すべてがつながっている。,,,,,,
CH02,Scene05,,11,time_cue,,,,,,,,翌朝,
CH02,Scene05,,12,background,,,,BG_SC01_TAKESHI_APARTMENT_DAY,,,,,
CH02,Scene05,,13,narration,,,服を着て、鞄を持ち、玄関へ立つ。,,,,,,
CH02,Scene05,,14,narration,,,廊下の向こうで、誰かが鍵を探している気配がする。,,,,,,
CH02,Scene05,,15,narration,,,金属音が鳴る前に、たけしは取っ手から手を離す。,,,,,,
CH02,Scene05,,16,sfx,,,,,,,,,
CH02,Scene05,,17,narration,,,自分の指が触れた音だけが、小さく残る。,,,,,,
CH02,Scene05,,18,narration,,,外の気配が消えるまで待つ。,,,,,,
CH02,Scene05,,19,narration,,,消えたあとも、次に誰が通るかを待つ。,,,,,,
CH02,Scene05,,20,time_cue,,,,,,,,昼,
CH02,Scene05,,21,narration,,,大学の開始時刻は過ぎている。,,,,,,
CH02,Scene05,,22,narration,,,欠席理由の入力欄へ、交通の都合と書く。,,,,,,
CH02,Scene05,,23,narration,,,送信せず、画面を閉じる。,,,,,,
CH02,Scene05,,24,sfx,,,,,,,SFX_SMARTPHONE_VIBRATION,,
CH02,Scene05,,25,dialogue,店長,message,「今日、難しそうなら休みにできます。次のことはあとで決めましょう」,,,,,,
CH02,Scene05,,26,narration,,,責める言葉はない。,,,,,,
CH02,Scene05,,27,narration,,,次のことが決まっていないことだけが怖い。,,,,,,
CH02,Scene05,,28,dialogue,たけし,message,「今日は休みます。次は行けます」,,,,,,
CH02,Scene05,,29,narration,,,次の勤務日を尋ねる文は送れない。,,,,,,
CH02,Scene05,,30,time_cue,,,,,,,,夕方,
CH02,Scene05,,31,narration,,,支援所へ向かう時間になる。,,,,,,
CH02,Scene05,,32,narration,,,鞄は玄関に置いたままになっている。,,,,,,
CH02,Scene05,,33,narration,,,時計の針が進む。,,,,,,
CH02,Scene05,,34,sfx,,,,,,,ENV_CLOCK_TICKING,,
CH02,Scene05,,35,narration,,,音を止めるため、時計を引き出しへ入れる。,,,,,,
CH02,Scene05,,36,narration,,,部屋が静かになる。,,,,,,
CH02,Scene05,,37,narration,,,次にスマートフォンが震えるかもしれない。,,,,,,
CH02,Scene05,,38,narration,,,遠い車の扉が閉まるかもしれない。,,,,,,
CH02,Scene05,,39,narration,,,何も鳴らない時間が、何かを待つ時間へ変わる。,,,,,,
CH02,Scene05,,40,dialogue,たけし,message,「次は行きます」,,,,,,
CH02,Scene05,,41,narration,,,支援所へ同じ文を送る。,,,,,,
CH02,Scene05,,42,direction,,,,,,,,,数日間を短い暗転でつなぐ
CH02,Scene05,,43,narration,,,別の日にも、出かける予定を一つだけ残す。,,,,,,
CH02,Scene05,,44,narration,,,服を着て、鞄を持つところまではできる。,,,,,,
CH02,Scene05,,45,narration,,,けれど、廊下の気配を待つうちに出発時刻が過ぎる。,,,,,,
CH02,Scene05,,46,narration,,,そのたび、予定を翌日へ移す。,,,,,,
CH02,Scene05,,47,narration,,,大学からの連絡は未読のまま増える。,,,,,,
CH02,Scene05,,48,narration,,,スーパーの勤務表から、たけしの名前が一時的に外される。,,,,,,
CH02,Scene05,,49,narration,,,支援所の予定だけは、消さずに残す。,,,,,,
CH02,Scene05,,50,time_cue,,,,,,,,月末,
CH02,Scene05,,51,background,,,,BG_SC01_TAKESHI_APARTMENT_NIGHT,,,,,
CH02,Scene05,,52,sfx,,,,,,,SFX_SMARTPHONE_VIBRATION,,
CH02,Scene05,,53,narration,,,かなこから、「今日は静かな作業があります。来られなくても大丈夫です」と短いメッセージが届く。,,,,,,
CH02,Scene05,,54,narration,,,たけしは通知だけを見て、画面を伏せる。,,,,,,
CH02,Scene05,,55,narration,,,返信欄へ、大丈夫と入力する。,,,,,,
CH02,Scene05,,56,narration,,,その文字を消す。,,,,,,
CH02,Scene05,,57,narration,,,支援所へ行かないと決めたわけではない。,,,,,,
CH02,Scene05,,58,narration,,,今日ではない日へ、予定を移し続けているだけだった。,,,,,,
CH02,Scene05,,59,narration,,,その週の終わりには、たけしは支援所へ姿を見せなくなっていた。,,,,,,
CH02,Scene05,,60,direction,,,,,,,,,暗転
CH02,Scene06,,1,time_cue,,,,,,,,それから数日後,
CH02,Scene06,,2,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,
CH02,Scene06,,3,environment,,,,,ENV_UNIVERSITY_CLASSROOM,,,,
CH02,Scene06,,4,bgm,,,,,,停止,,,
CH02,Scene06,,5,narration,,,かなこは受付で、今日の案内を大きな文字へ書き直している。,,,,,,
CH02,Scene06,,6,narration,,,利用者へ紙を渡し、物資の到着時間を指で示す。,,,,,,
CH02,Scene06,,7,narration,,,受付の向かいにある作業台だけが、何日も空いている。,,,,,,
CH02,Scene06,,8,dialogue,支援所職員,spoken,「奥の在庫表、今日の分まで確認できました」,,,,,,
CH02,Scene06,,9,dialogue,かなこ,sign,「ありがとうございます」,,,,,,
CH02,Scene06,,10,narration,,,返された表の端に、たけしが書いた古い数字が残っている。,,,,,,
CH02,Scene06,,11,narration,,,未完了だった場所は、ほかの人の印でつながっていた。,,,,,,
CH02,Scene06,,12,dialogue,支援所職員,spoken,「たけしさん、まだ来られそうにないですか」,,,,,,
CH02,Scene06,,13,dialogue,かなこ,written,「短い連絡はあります。でも、予定は決まっていません」,,,,,,
CH02,Scene06,,14,dialogue,支援所職員,spoken,「作業はこっちで進めます。来たときにできる分は、残しておきましょうか」,,,,,,
CH02,Scene06,,15,narration,,,かなこはうなずき、表を閉じる。,,,,,,
CH02,Scene06,,16,narration,,,支援所職員は作業表を持って奥へ戻る。,,,,,,
CH02,Scene06,,17,narration,,,入れ替わりに、板垣先生が受付へ来る。かなこは、たけしから届いた短い連絡を見せた。,,,,,,
CH02,Scene06,,18,dialogue,板垣先生,spoken,「最後に返事があったのは、いつ？」,,,,,,
CH02,Scene06,,19,dialogue,かなこ,written,「三日前です。『次は行く』と。それからはありません」,,,,,,
CH02,Scene06,,20,dialogue,板垣先生,spoken,「こちらからは、何回送った？」,,,,,,
CH02,Scene06,,21,dialogue,かなこ,sign,「二回です。もう一度、送っていいですか」,,,,,,
CH02,Scene06,,22,dialogue,板垣先生,spoken,「返事を求めない一通なら。ここへ来る日を決めさせる書き方にはしないでおこう」,,,,,,
CH02,Scene06,,23,narration,,,かなこは、たけしが使っていた棚を開ける。,,,,,,
CH02,Scene06,,24,narration,,,作業用の手袋と、途中まで書いた確認メモが残っている。,,,,,,
CH02,Scene06,,25,narration,,,本人に確かめず、片づけることはできない。,,,,,,
CH02,Scene06,,26,narration,,,スマートフォンを開き、長くなった文章を一度すべて消す。,,,,,,
CH02,Scene06,,27,narration,,,説明を求める言葉も、来る日を尋ねる言葉も入れない。,,,,,,
CH02,Scene06,,28,dialogue,かなこ,message,「返事はいりません。手袋とメモは、そのままにしてあります。話したくなったら、連絡してください」,,,,,,
CH02,Scene06,,29,sfx,,,,,,,,,
CH02,Scene06,,30,narration,,,送信済みの印がつく。,,,,,,
CH02,Scene06,,31,narration,,,既読の印はつかない。,,,,,,
CH02,Scene06,,32,narration,,,かなこは画面を閉じ、次の利用者へ案内を渡す。,,,,,,
CH02,Scene06,,33,direction,,,,,,,,,短い暗転
CH02,Scene06,,34,narration,,,その日が終わっても、返信はない。,,,,,,
CH02,Scene06,,35,narration,,,翌日も、かなこは同じ場所で受付を続ける。,,,,,,
CH02,Scene06,,36,narration,,,たけしの手袋は棚に残し、作業表は支援所職員が引き継いだ。,,,,,,
CH02,Scene06,,37,narration,,,戻ることも、戻らないことも、かなこが決めることではない。,,,,,,
CH02,Scene06,,38,narration,,,それでも、たけしが自分の時間で読める言葉を残したいと思う。,,,,,,
CH02,Scene06,,39,narration,,,かなこは、何度でも書き直せるノートを探すことにする。,,,,,,
CH02,Scene06,,40,narration,,,返事を急かさない言葉を、ゆっくり選ぶために。,,,,,,
CH02,Scene06,,41,direction,,,,,,,,,暗転
CH02,Scene07,,1,time_cue,,,,,,,,翌月初旬,
CH02,Scene07,,2,background,,,,BG_CH2_ANTIQUE_SHOP_EXTERIOR_EVENING,,,,,
CH02,Scene07,,3,bgm,,,,,,停止,,,
CH02,Scene07,,4,narration,,,かなこは、文房具店へ向かう途中で足を止める。,,,,,,
CH02,Scene07,,5,narration,,,細い道の先に、古い紙ものを並べた店がある。,,,,,,
CH02,Scene07,,6,narration,,,看板の文字は薄く、店名の一部が読めない。,,,,,,
CH02,Scene07,,7,narration,,,急いで渡すものではない。新しいノートである必要もなかった。,,,,,,
CH02,Scene07,,8,background,,,,BG_CH2_ANTIQUE_SHOP_INTERIOR_EVENING,,,,,
CH02,Scene07,,9,environment,,,,,ENV_QUIET_ROOM,,,,
CH02,Scene07,,10,narration,,,店内には、古い時計と紙の匂いが残っている。,,,,,,
CH02,Scene07,,11,narration,,,かなこは店主の正面へ回り、スマートフォンへ文字を打つ。,,,,,,
CH02,Scene07,,12,dialogue,かなこ,written,「書き込めるノートを探しています」,,,,,,
CH02,Scene07,,13,dialogue,店主,spoken,「新しいものは少ないけど、古い帳面なら奥にありますよ」,,,,,,
CH02,Scene07,,14,narration,,,店主が、奥の箱を指す。,,,,,,
CH02,Scene07,,15,narration,,,かなこは薄い帳面を一冊ずつ開く。,,,,,,
CH02,Scene07,,16,sfx,,,,,,,,,
CH02,Scene07,,17,narration,,,買い物の控え、住所録、途中で止まった日付。,,,,,,
CH02,Scene07,,18,narration,,,誰かの生活だった文字を、必要以上には読まない。,,,,,,
CH02,Scene07,,19,narration,,,箱の底に、題名のない厚い一冊がある。,,,,,,
CH02,Scene07,,20,sfx,,,,,,,,,
CH02,Scene07,,21,narration,,,古びた布張りの表紙には、題名も飾りもない。,,,,,,
CH02,Scene07,,22,narration,,,使用者名や住所を書いた欄も見当たらない。,,,,,,
CH02,Scene07,,23,narration,,,前半には、数ページを根元から抜き取ったような痕がある。,,,,,,
