chapter_id,scene_id,subsection,sequence,record_type,speaker,delivery_mode,text,background,environment,bgm,sfx,time_cue,direction
CH01,Scene01,,51,narration,,,棚の中で、食器が触れ合う。,,,,,,
CH01,Scene01,,52,narration,,,一度。間を置かず、もう一度。,,,,,,
CH01,Scene01,,53,dialogue,たけし,spoken,「……え？」,,,,,,
CH01,Scene02,,1,background,,,,BG_SC01_TAKESHI_APARTMENT_NIGHT,,,,,
CH01,Scene02,,2,narration,,,床が横へずれるような感覚がした。,,,,,,
CH01,Scene02,,3,narration,,,机の脚が鳴り、伏せた写真立てが倒れる。,,,,,,
CH01,Scene02,,4,direction,,,,,,,,,画面の揺れが強まる
CH01,Scene02,,5,sfx,,,,,,,SFX_CH1_SC02_EARTHQUAKE_ROOM_SHAKE,,
CH01,Scene02,,6,narration,,,たけしは机の縁をつかむ。,,,,,,
CH01,Scene02,,7,narration,,,誰かへ連絡しようとして、スマートフォンの連絡先を開く。,,,,,,
CH01,Scene02,,8,narration,,,指は、どの名前にも触れない。,,,,,,
CH01,Scene02,,9,direction,,,,,,,,,暗転
CH01,Scene02,,10,environment,,,,,途切れる,,,,
CH01,Scene02,,11,narration,,,自分の呼吸だけが、暗闇の中に残った。,,,,,,
CH01,Scene02,,12,direction,,,,,,,,,暗転
CH01,Scene02,,13,background,,,,BG_SC01_TAKESHI_APARTMENT_DAY,,,,,
CH01,Scene02,,14,environment,,,,,ENV_QUIET_ROOM,,,,
CH01,Scene02,,15,narration,,,カーテンの隙間から、昼の光が細く入っている。,,,,,,
CH01,Scene02,,16,narration,,,机の上には、開かないままの教科書がある。,,,,,,
CH01,Scene02,,17,time_cue,,,,,,,,震災後、数日間,
CH01,Scene02,,18,narration,,,大学からは授業について、アルバイト先からは店が整うまで待つようにと連絡が届いた。,,,,,,
CH01,Scene02,,19,narration,,,どちらにも、短い返事だけを送った。,,,,,,
CH01,Scene02,,20,dialogue,たけし,message,「確認しました」,,,,,,
CH01,Scene02,,21,narration,,,それで一日分の用事が終わり、食事の袋と空の容器だけが少しずつ増えた。,,,,,,
CH01,Scene02,,22,bgm,,,,,,BGM_SC02_AFTER_DISASTER_SILENCE,,,
CH01,Scene02,,23,narration,,,横になっても眠れず、起きていてもすることがない。,,,,,,
CH01,Scene02,,24,narration,,,SNSを開けば、心配する言葉と、無事を知らせる言葉が流れている。,,,,,,
CH01,Scene02,,25,narration,,,たけしは投稿欄に指を置く。,,,,,,
CH01,Scene02,,26,dialogue,たけし,message,「こっちは大丈夫」,,,,,,
CH01,Scene02,,27,narration,,,その言葉を消して、画面を閉じる。,,,,,,
CH01,Scene02,,28,narration,,,誰に向けた「大丈夫」なのか、自分でも分からなかった。,,,,,,
CH01,Scene02,,29,time_cue,,,,,,,,別の日の昼,
CH01,Scene02,,30,background,,,,BG_SC01_TAKESHI_APARTMENT_DAY,,,,,
CH01,Scene02,,31,environment,,,,,ENV_UNIVERSITY_CLASSROOM+SFX_FOOTSTEPS,,,,
CH01,Scene02,,32,narration,,,冷蔵庫を開けても、飲みかけの水しかない。,,,,,,
CH01,Scene02,,33,narration,,,シフト表の時間も、講義があるはずだった時刻も、とっくに過ぎている。,,,,,,
CH01,Scene02,,34,narration,,,ここにいれば、何も始まらない。,,,,,,
CH01,Scene02,,35,narration,,,外へ出れば、前と同じ道が残っているかもしれない。,,,,,,
CH01,Scene02,,36,narration,,,たけしは上着を手に取る。,,,,,,
CH01,Scene02,,37,narration,,,袖を通す前に、一度ベッドへ置く。,,,,,,
CH01,Scene02,,38,direction,,,,,,,,,短い間
CH01,Scene02,,39,narration,,,もう一度持ち上げ、今度は着る。,,,,,,
CH01,Scene02,,40,dialogue,たけし,spoken,「見るだけだ」,,,,,,
CH01,Scene02,,41,narration,,,大学へ行けるか。アルバイト先まで歩けるか。,,,,,,
CH01,Scene02,,42,narration,,,確かめたら、すぐ帰ればいい。,,,,,,
CH01,Scene02,,43,sfx,,,,,,,SFX_DOOR_OPEN,,
CH01,Scene02,,44,background,,,,BG_SC02_APARTMENT_STREET_DAY,,,,,
CH01,Scene02,,45,bgm,,,,,,BGM_SC02_AFTER_DISASTER_SILENCE,,,
CH01,Scene02,,46,environment,,,,,SFX_FOOTSTEPS,,,,
CH01,Scene02,,47,narration,,,見慣れた道なのに、歩幅が決まらない。,,,,,,
CH01,Scene02,,48,narration,,,通れない場所を避ける案内が出ている。,,,,,,
CH01,Scene02,,49,narration,,,たけしは大学へ向かう道から外れ、遠回りを選ぶ。,,,,,,
CH01,Scene02,,50,narration,,,遠くで何かを運ぶ音がするたび、視線だけがそちらへ動く。,,,,,,
CH01,Scene02,,51,narration,,,それでも足は止めない。,,,,,,
CH01,Scene02,,52,narration,,,角を曲がると、人の出入りする建物が見えた。,,,,,,
CH01,Scene02,,53,narration,,,入口には被災者支援所の案内が立ち、何人かが箱を抱えて行き来している。,,,,,,
CH01,Scene02,,54,environment,,,,,ENV_UNIVERSITY_CLASSROOM+SFX_FOOTSTEPS+SFX_SLIPPER_RUNNING,,,,
CH01,Scene02,,55,narration,,,その間を、松葉杖の女性がゆっくり進んでいた。,,,,,,
CH01,Scene02,,56,narration,,,片手が塞がっているのに、もう片方で案内用の紙を抱え、誰かに渡すとすぐ次の机へ向かった。,,,,,,
CH01,Scene02,,57,narration,,,たけしは支援所の前を通り過ぎる。,,,,,,
CH01,Scene02,,58,narration,,,数歩進んでから、振り返る。,,,,,,
CH01,Scene02,,59,narration,,,女性の姿は、人の向こうへ隠れていた。,,,,,,
CH01,Scene02,,60,narration,,,大学へ向かうはずだった足が、その場で止まる。,,,,,,
CH01,Scene02,,61,narration,,,以前の日常は、まだ遠い。,,,,,,
CH01,Scene02,,62,narration,,,けれど、あの建物の中では、今日することが動いていた。,,,,,,
CH01,Scene03,,1,time_cue,,,,,,,,翌日,
CH01,Scene03,,2,background,,,,BG_SC02_SUPPORT_CENTER_EXTERIOR_DAY,,,,,
CH01,Scene03,,3,environment,,,,,ENV_UNIVERSITY_CLASSROOM+SFX_FOOTSTEPS,,,,
CH01,Scene03,,4,narration,,,たけしは同じ建物の前に立っている。,,,,,,
CH01,Scene03,,5,narration,,,大学へ向かう鞄ではなく、何も入っていない手提げを持ってきた。,,,,,,
CH01,Scene03,,6,narration,,,入口をくぐる理由は、まだ言葉になっていない。,,,,,,
CH01,Scene03,,7,dialogue,支援所職員,spoken,「ご相談ですか？」,,,,,,
CH01,Scene03,,8,dialogue,たけし,spoken,「いえ。昨日、ここを通って」,,,,,,
CH01,Scene03,,9,narration,,,職員が返事を待っている。,,,,,,
CH01,Scene03,,10,narration,,,たけしは奥の机へ目を向ける。,,,,,,
CH01,Scene03,,11,narration,,,昨日の女性が、紙に太い文字を書いている。,,,,,,
CH01,Scene03,,12,dialogue,たけし,spoken,「何か、手伝えることがあれば」,,,,,,
CH01,Scene03,,13,dialogue,支援所職員,spoken,「助かります。重い物は持てますか？」,,,,,,
CH01,Scene03,,14,dialogue,たけし,spoken,「はい」,,,,,,
CH01,Scene03,,15,narration,,,返事だけが、思ったより早く出た。,,,,,,
CH01,Scene03,,16,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,
CH01,Scene03,,17,sfx,,,,,,,SFX_DOOR_CLOSE,,
CH01,Scene03,,18,dialogue,支援所職員,spoken,「水はこっち。食品は期限を見て、箱を分けてください」,,,,,,
CH01,Scene03,,19,dialogue,たけし,spoken,「分かりました」,,,,,,
CH01,Scene03,,20,narration,,,決められた場所へ箱を運ぶ。,,,,,,
CH01,Scene03,,21,narration,,,期限を見て同じ種類をまとめ、迷ったときだけ職員へ聞けばいい。,,,,,,
CH01,Scene03,,22,narration,,,誰かと長く話さなくても、手は動かせる。,,,,,,
CH01,Scene03,,23,dialogue,利用者,spoken,「兄ちゃん、それ取ってくれる？」,,,,,,
CH01,Scene03,,24,dialogue,たけし,spoken,「これですか」,,,,,,
CH01,Scene03,,25,dialogue,利用者,spoken,「そうそう。ありがとう」,,,,,,
CH01,Scene03,,26,narration,,,礼への返事がすぐに出ず、たけしは小さく頭を下げて次の箱へ手を伸ばす。,,,,,,
CH01,Scene03,,27,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,
CH01,Scene03,,28,environment,,,,,ENV_UNIVERSITY_CLASSROOM+SFX_SLIPPER_RUNNING,,,,
CH01,Scene03,,29,narration,,,野菜を袋へ分け、机を拭き、空いた箱を畳む。,,,,,,
CH01,Scene03,,30,narration,,,終わるたび、次の仕事を聞く。,,,,,,
CH01,Scene03,,31,dialogue,支援所職員,spoken,「今日はもう大丈夫です。ずいぶん助かりました」,,,,,,
CH01,Scene03,,32,dialogue,たけし,spoken,「まだ、できますけど」,,,,,,
CH01,Scene03,,33,dialogue,支援所職員,spoken,「続きは明日もあります。無理のない時間で来てください」,,,,,,
CH01,Scene03,,34,narration,,,明日もある。その言葉が、胸の奥に残る。,,,,,,
CH01,Scene03,,35,dialogue,たけし,spoken,「……じゃあ、明日も来ます」,,,,,,
CH01,Scene03,,36,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,
CH01,Scene03,,37,narration,,,昨日の女性が、受付の紙を揃えている。,,,,,,
CH01,Scene03,,38,dialogue,かなこ,spoken,「――」,,,,,,
CH01,Scene03,,39,narration,,,かすかな声で何かを伝え、職員へ紙を差し出した。,,,,,,
CH01,Scene03,,40,narration,,,職員は紙を受け取り、うなずく。,,,,,,
CH01,Scene03,,41,narration,,,女性は松葉杖をつき、廊下へ向かう。,,,,,,
CH01,Scene03,,42,narration,,,たけしは、その後ろ姿を追う。,,,,,,
CH01,Scene03,,43,dialogue,たけし,spoken,「あの」,,,,,,
CH01,Scene03,,44,narration,,,女性は進み続ける。,,,,,,
CH01,Scene03,,45,dialogue,たけし,spoken,「すみません」,,,,,,
CH01,Scene03,,46,narration,,,少し声を強くしても、振り返らない。,,,,,,
CH01,Scene03,,47,narration,,,横から来た職員が女性の視界に入り、手を動かした。,,,,,,
CH01,Scene03,,48,narration,,,女性はそこで初めて立ち止まる。,,,,,,
CH01,Scene03,,49,narration,,,手と表情で短く応じてから、たけしの視線に気づく。,,,,,,
CH01,Scene03,,50,narration,,,かなこは、問いかけるように首を傾ける。,,,,,,
CH01,Scene03,,51,dialogue,たけし,spoken,「いえ……何でもないです」,,,,,,
CH01,Scene03,,52,narration,,,声が届いていないことに、言い終えてから気づく。,,,,,,
CH01,Scene03,,53,narration,,,職員が机のメモ用紙を指す。,,,,,,
CH01,Scene03,,54,dialogue,支援所職員,spoken,「かなこさんには、書くか、正面から話すと伝わりやすいですよ」,,,,,,
CH01,Scene03,,55,dialogue,たけし,spoken,「……そうなんですね」,,,,,,
CH01,Scene03,,56,narration,,,かなこは二人を見比べ、メモ用紙を一枚たけしへ差し出す。,,,,,,
CH01,Scene03,,57,narration,,,たけしは受け取るが、ペンを持ったまま書けない。,,,,,,
CH01,Scene03,,58,narration,,,聞きたかったことを、何ひとつ考えていなかった。,,,,,,
CH01,Scene03,,59,dialogue,たけし,spoken,「また、今度」,,,,,,
CH01,Scene03,,60,narration,,,口の形だけでも伝わるように、ゆっくり言う。,,,,,,
CH01,Scene03,,61,narration,,,かなこは少し目を細め、小さく手を振った。,,,,,,
CH01,Scene03,,62,time_cue,,,,,,,,同日の夜,
CH01,Scene03,,63,background,,,,BG_SC01_TAKESHI_APARTMENT_NIGHT,,,,,
CH01,Scene03,,64,narration,,,スマートフォンの画面に、初心者向けの手話動画が映っている。,,,,,,
CH01,Scene03,,65,narration,,,たけしは片手を上げ、画面と同じ形を作る。,,,,,,
CH01,Scene03,,66,narration,,,指の向きが違い、やり直す。,,,,,,
CH01,Scene03,,67,narration,,,明日も来ていいと言われた場所で、今度は言葉を届けるために。,,,,,,
CH01,Scene04,Scene04-A,1,time_cue,,,,,,,,翌日,
CH01,Scene04,Scene04-A,2,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,
CH01,Scene04,Scene04-A,3,environment,,,,,ENV_UNIVERSITY_CLASSROOM+SFX_FOOTSTEPS,,,,
CH01,Scene04,Scene04-A,4,narration,,,かなこは受付の机で案内を書いている。,,,,,,
CH01,Scene04,Scene04-A,5,narration,,,たけしは正面へ回り、視線が上がるのを待つ。,,,,,,
CH01,Scene04,Scene04-A,6,narration,,,かなこが顔を上げる。,,,,,,
CH01,Scene04,Scene04-A,7,narration,,,たけしは、覚えてきた動きをゆっくり作る。,,,,,,
CH01,Scene04,Scene04-A,8,dialogue,たけし,sign,「おはよう」,,,,,,
CH01,Scene04,Scene04-A,9,narration,,,かなこの目が、たけしの手と顔を往復する。,,,,,,
CH01,Scene04,Scene04-A,10,dialogue,たけし,sign,「ぼく、たけし」,,,,,,
CH01,Scene04,Scene04-A,11,narration,,,最後の形に自信がなくなり、手が止まる。,,,,,,
CH01,Scene04,Scene04-A,12,narration,,,かなこは松葉杖を机へ立てかけ、両手を空ける。,,,,,,
CH01,Scene04,Scene04-A,13,dialogue,かなこ,sign,「おはよう。かなこ」,,,,,,
CH01,Scene04,Scene04-A,14,narration,,,たけしには、最初の挨拶しか読み取れない。,,,,,,
CH01,Scene04,Scene04-A,15,narration,,,困っていると、かなこがメモ用紙を引き寄せる。,,,,,,
CH01,Scene04,Scene04-A,16,dialogue,かなこ,written,「覚えてきたの？」,,,,,,
CH01,Scene04,Scene04-A,17,dialogue,たけし,written,「少しだけです。昨日、話せなかったので」,,,,,,
CH01,Scene04,Scene04-A,18,narration,,,かなこは紙を読み、もう一度たけしを見る。,,,,,,
CH01,Scene04,Scene04-A,19,narration,,,口元が、ゆっくりほころぶ。,,,,,,
CH01,Scene04,Scene04-A,20,dialogue,かなこ,written,「ありがとう。次は『よろしく』も」,,,,,,
CH01,Scene04,Scene04-A,21,narration,,,その下に、簡単な手の動きを描き足す。,,,,,,
CH01,Scene04,Scene04-A,22,dialogue,たけし,spoken,「次もあるんですね」,,,,,,
CH01,Scene04,Scene04-A,23,narration,,,かなこには届かなかったらしい。,,,,,,
CH01,Scene04,Scene04-A,24,narration,,,たけしは慌てて同じ言葉を書く。,,,,,,
CH01,Scene04,Scene04-A,25,narration,,,かなこはうなずき、作業スペースを指した。,,,,,,
CH01,Scene04,Scene04-A,26,bgm,,,,,,BGM_SC03_SMALL_HOPE,,,
CH01,Scene04,Scene04-A,27,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,
CH01,Scene04,Scene04-A,28,time_cue,,,,,,,,数日間の共同作業を短くつなぐ,
CH01,Scene04,Scene04-A,29,narration,,,たけしが箱を持ち、かなこが置く場所を指す。,,,,,,
CH01,Scene04,Scene04-A,30,narration,,,かなこが袋の数を確かめる横で、たけしは机を拭く。,,,,,,
CH01,Scene04,Scene04-A,31,narration,,,休憩になると、二人は同じ机の端で温かいお茶を飲む。,,,,,,
CH01,Scene04,Scene04-A,32,dialogue,かなこ,written,「大学は？」,,,,,,
CH01,Scene04,Scene04-A,33,dialogue,たけし,written,「少しずつ。明日は授業に出ます」,,,,,,
CH01,Scene04,Scene04-A,34,dialogue,かなこ,written,「ここは逃げないから、授業も行って」,,,,,,
CH01,Scene04,Scene04-A,35,narration,,,たけしは「分かりました」と書こうとして、やめる。,,,,,,
CH01,Scene04,Scene04-A,36,dialogue,たけし,written,「終わったら来ます」,,,,,,
CH01,Scene04,Scene04-A,37,narration,,,かなこは紙を見て、片方の眉を少し上げる。,,,,,,
CH01,Scene04,Scene04-A,38,narration,,,それから、仕方がないというように笑った。,,,,,,
CH01,Scene04,Scene04-A,39,time_cue,,,,,,,,数日後,
CH01,Scene04,Scene04-B,40,background,,,,BG_SC01_UNIVERSITY_LECTURE_ROOM_DAY,,,,,
CH01,Scene04,Scene04-B,41,environment,,,,,ENV_UNIVERSITY_CLASSROOM,,,,
CH01,Scene04,Scene04-B,42,narration,,,久しぶりの講義室は、前より席が詰まって見える。,,,,,,
CH01,Scene04,Scene04-B,43,narration,,,たけしは出入口に近い席へ座る。,,,,,,
CH01,Scene04,Scene04-B,44,narration,,,前の列で二人が話し、さらに後ろでも笑い声が上がる。,,,,,,
CH01,Scene04,Scene04-B,45,narration,,,窓際の小声まで、すぐ横の会話のように意識へ入ってくる。,,,,,,
CH01,Scene04,Scene04-B,46,narration,,,たけしはノートへ視線を落とす。,,,,,,
CH01,Scene04,Scene04-B,47,narration,,,一行目を書き始めるが、後ろの笑い声に手が止まる。,,,,,,
CH01,Scene04,Scene04-B,48,narration,,,音のした方向を見ても、誰もこちらを見ていない。,,,,,,
CH01,Scene04,Scene04-B,49,dialogue,たけし,spoken,「前から、こんなだったか……？」,,,,,,
CH01,Scene04,Scene04-B,50,narration,,,疲れているか、久しぶりで慣れていないだけかもしれない。,,,,,,
CH01,Scene04,Scene04-B,51,environment,,,,,ざわめきが続く,,,,
CH01,Scene04,Scene04-B,52,narration,,,講師が入ってきても、周囲の声が細く残って聞こえる。,,,,,,
CH01,Scene04,Scene04-B,53,narration,,,たけしは鞄を持ち、そっと席を立つ。,,,,,,
CH01,Scene04,Scene04-B,54,background,,,,BG_SC01_UNIVERSITY_LECTURE_ROOM_DAY,,,,,
CH01,Scene04,Scene04-B,55,environment,,,,,ENV_UNIVERSITY_CLASSROOM,,,,
CH01,Scene04,Scene04-B,56,narration,,,壁際で息を整えると、肩から余計な力が抜けた。,,,,,,
CH01,Scene04,Scene04-B,57,narration,,,誰かに言うほどでも、今日の仕事を休むほどでもない。,,,,,,
CH01,Scene04,Scene04-B,58,narration,,,たけしは時間を確かめ、支援所へ向かう。,,,,,,
CH01,Scene04,Scene04-C,59,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,
CH01,Scene04,Scene04-C,60,environment,,,,,ENV_UNIVERSITY_CLASSROOM+SFX_DISH_CLATTER,,,,
CH01,Scene04,Scene04-C,61,narration,,,机の上で、食器を決められた数に分ける。,,,,,,
CH01,Scene04,Scene04-C,62,narration,,,一枚置くと、隣の机でも別の食器が重なる。,,,,,,
CH01,Scene04,Scene04-C,63,sfx,,,,,,,SFX_DISH_CLATTER,,
CH01,Scene04,Scene04-C,64,narration,,,硬い音が、耳の内側へ直接触れたように響く。,,,,,,
CH01,Scene04,Scene04-C,65,narration,,,たけしの指が止まる。,,,,,,
CH01,Scene04,Scene04-C,66,narration,,,誰かの話し声と、袋を開く音と、食器の音が一度に迫る。,,,,,,
CH01,Scene04,Scene04-C,67,narration,,,ひとつずつに分けて聞くことができない。,,,,,,
CH01,Scene04,Scene04-C,68,dialogue,支援所職員,spoken,「たけしくん、そっちは――」,,,,,,
CH01,Scene04,Scene04-C,69,narration,,,言葉の後半が、音の重なりへ消える。,,,,,,
CH01,Scene04,Scene04-C,70,dialogue,たけし,spoken,「はい」,,,,,,
CH01,Scene04,Scene04-C,71,narration,,,聞き取れないまま返事をする。,,,,,,
CH01,Scene04,Scene04-C,72,sfx,,,,,,,SFX_DISH_CLATTER,,
CH01,Scene04,Scene04-C,73,narration,,,肩が跳ね、手にしていた一枚を落とさないよう両手でつかむ。,,,,,,
CH01,Scene04,Scene04-C,74,dialogue,かなこ,spoken,「たけし」,,,,,,
CH01,Scene04,Scene04-C,75,narration,,,かすれた、小さな声だった。,,,,,,
CH01,Scene04,Scene04-C,76,narration,,,それだけが、重なった音の中から形を持って届く。,,,,,,
CH01,Scene04,Scene04-C,77,narration,,,たけしは顔を上げる。,,,,,,
CH01,Scene04,Scene04-C,78,narration,,,かなこが正面に立ち、たけしの手元を見ている。,,,,,,
CH01,Scene04,Scene04-C,79,dialogue,かなこ,sign,「休む？」,,,,,,
CH01,Scene04,Scene04-C,80,narration,,,たけしは首を振る。,,,,,,
CH01,Scene04,Scene04-C,81,dialogue,たけし,sign,「大丈夫」,,,,,,
CH01,Scene04,Scene04-C,82,narration,,,形が崩れたのか、かなこはすぐにうなずかない。,,,,,,
CH01,Scene04,Scene04-C,83,dialogue,かなこ,written,「手が止まってた。向こう、静か」,,,,,,
CH01,Scene04,Scene04-C,84,dialogue,たけし,written,「数を確認していただけです」,,,,,,
CH01,Scene04,Scene04-C,85,narration,,,書いた文字が、少し右上がりになる。,,,,,,
CH01,Scene04,Scene04-C,86,dialogue,かなこ,written,「本当に？」,,,,,,
CH01,Scene04,Scene04-C,87,narration,,,たけしは返事を書かず、食器を一枚置く。,,,,,,
CH01,Scene04,Scene04-C,88,narration,,,次の一枚を重ねる。,,,,,,
CH01,Scene04,Scene04-C,89,narration,,,手を動かせば、ここにいていい。かなこの声だけを聞き取れたことが、胸の奥に細く残る。,,,,,,
CH01,Scene04,Scene04-C,90,time_cue,,,,,,,,別の日,
CH01,Scene04,Scene04-D,91,background,,,,BG_SC04_STATION_FRONT_EVENING,,,,,
CH01,Scene04,Scene04-D,92,environment,,,,,ENV_STATION_EVENING+SFX_FOOTSTEPS,,,,
CH01,Scene04,Scene04-D,93,narration,,,支援所へ向かう道で、たけしは信号を待っている。,,,,,,
CH01,Scene04,Scene04-D,94,narration,,,遠くで車が曲がる。,,,,,,
CH01,Scene04,Scene04-D,95,sfx,,,,,,,SFX_CAR_HORN,,
CH01,Scene04,Scene04-D,96,narration,,,耳元で鳴らされたように感じ、身体が固まる。,,,,,,
CH01,Scene04,Scene04-D,97,narration,,,クラクションは、もう止んでいる。,,,,,,
CH01,Scene04,Scene04-D,98,narration,,,次が来る。そう思っただけで、周囲の音すべてへ意識が向く。,,,,,,
CH01,Scene04,Scene04-D,99,narration,,,車のタイヤ、駅へ急ぐ足音、遠くから呼ぶ声。,,,,,,
CH01,Scene04,Scene04-D,100,narration,,,どの音が、またあの瞬間へ変わるのか分からない。,,,,,,
CH01,Scene04,Scene04-D,101,sfx,,,,,,,SFX_EMERGENCY_BRAKE,,
CH01,Scene04,Scene04-D,102,direction,,,,,,,,,画面がわずかに揺れる
CH01,Scene04,Scene04-D,103,narration,,,机の食器が触れ合った音と、暗闇に残った自分の呼吸。,,,,,,
CH01,Scene04,Scene04-D,104,narration,,,記憶の中の音と、今の音が重なる。,,,,,,
CH01,Scene04,Scene04-D,105,dialogue,たけし,spoken,「違う……ここは、違う」,,,,,,
CH01,Scene04,Scene04-D,106,narration,,,信号が変わっても、足が前へ出ない。,,,,,,
CH01,Scene04,Scene04-D,107,narration,,,後ろから来た人が、たけしを避けて通る。,,,,,,
CH01,Scene04,Scene04-D,108,narration,,,ここに立っていれば、次の音が来る。,,,,,,
CH01,Scene04,Scene04-D,109,narration,,,たけしは駅と反対の細い道へ曲がる。,,,,,,
CH01,Scene04,Scene04-D,110,narration,,,壁沿いを歩き、交通音から離れる。,,,,,,
CH01,Scene04,Scene04-D,111,narration,,,支援所へ着けば、箱を運び、数を数える仕事がある。,,,,,,
CH01,Scene04,Scene04-D,112,narration,,,その考えだけを繰り返し、足を速める。,,,,,,
CH01,Scene04,Scene04-D,113,background,,,,BG_SC03_SUPPORT_CENTER_WORKROOM_DAY,,,,,
CH01,Scene04,Scene04-D,114,environment,,,,,ENV_UNIVERSITY_CLASSROOM+SFX_FOOTSTEPS,,,,
CH01,Scene04,Scene04-D,115,narration,,,たけしは入口で立ち止まり、静かなはずの袋の音にも先に身構える。,,,,,,
